"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"BENS_TOTAL";"DS_SIT_TOT_TURNO";"TOTAL_VOTOS";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA"
250000022125;"RICARDO MEDEIROS DOS SANTOS";"#NULO#";"PR";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";1071641,96;"SUPLENTE";618;17293,96;"Outros Recursos, Fundo Partidario";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000058351;"VALDIR DA SILVA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";244;NA;NA;NA
250000044418;"PAULO LEONARDO OLIVEIRA FARIAS";"#NULO#";"PPL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"ADVOGADO";"APTO";"N";34370,58;"NÃO ELEITO";617;NA;NA;NA
250000008348;"GERALDO JANUARIO DO NASCIMENTO";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"PARDA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";"N";NA;"SUPLENTE";509;NA;NA;NA
250000027303;"OSCAR TEIXEIRA";"#NULO#";"PRP";"MASCULINO";"LÊ E ESCREVE";"CASADO(A)";"BRANCA";"CANTOR E COMPOSITOR";"APTO";"N";650000;"NÃO ELEITO";756;NA;NA;NA
250000014903;"JAIR PINTO DE OLIVEIRA";"#NULO#";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"FISCAL";"APTO";"N";20000;"SUPLENTE";882;NA;NA;NA
250000014901;"EDUARDO COSME DE JESUS BARBOSA";"#NULO#";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"DIRETOR DE EMPRESAS";"APTO";"N";1e+05;"SUPLENTE";1534;NA;NA;NA
250000027308;"ANA LUCIA PEREIRA COSTA";"#NULO#";"PTC";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";14282;"NÃO ELEITO";413;NA;NA;NA
250000011646;"HENRIQUE MORGAN DE AGUIAR FILHO";"#NULO#";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";380311,94;"SUPLENTE";53;10000;"Outros Recursos";"Recursos próprios"
250000038388;"ELIANA DE MORAES";"#NULO#";"PSDC";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";"N";75000;"NÃO ELEITO";60;NA;NA;NA
250000038408;"JOSÉ MARTINS DE ABREU CAVALCANTE";"#NULO#";"PSDC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"GERENTE";"APTO";"N";1e+05;"NÃO ELEITO";633;2366,98;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000040607;"RODRIGO DO CARMO SILVA";"#NULO#";"SD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"FISCAL";"APTO";"N";143000;"NÃO ELEITO";303;NA;NA;NA
250000040568;"EUGENIO TADEU BERNARDES";"#NULO#";"SD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";142000;"NÃO ELEITO";724;7825,4;"Outros Recursos, Fundo Partidario";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas"
250000008375;"GILBERTO NASCIMENTO SILVA JUNIOR";"#NULO#";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";391990;"ELEITO POR QP";30382;651294,92;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios"
250000027291;"WILLIAN SANTOS DE OLIVEIRA";"#NULO#";"PRP";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ENGENHEIRO";"APTO";"N";NA;"NÃO ELEITO";2041;NA;NA;NA
250000013939;"ENILDO INACIO DA SILVA";"#NULO#";"PRTB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";23;NA;NA;NA
250000020800;"OSWALDO MARTINS DE OLIVEIRA";"#NULO#";"PMDB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"ADVOGADO";"APTO";"N";77000;"SUPLENTE";382;NA;NA;NA
250000038417;"ANTONIO MARCOS DE ALMEIDA";"#NULO#";"PSDC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"APTO";"N";NA;"NÃO ELEITO";535;1698,66;"Outros Recursos";"Recursos próprios, Recursos de outros candidatos"
250000006161;"SAMUEL EUZEBIO DE OLIVEIRA";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";991;6391,26;"Outros Recursos";"Recursos de partido político, Recursos de pessoas físicas"
250000010877;"UBIRAJARA PEREIRA BALIEIRO";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";NA;"SUPLENTE";1875;NA;NA;NA
250000008364;"CELIA APARECIDA GOMES CUNHA";"#NULO#";"PRB";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PRETA";"CABELEIREIRO E BARBEIRO";"APTO";"N";9900;"SUPLENTE";266;NA;NA;NA
250000040558;"FLORISA BATISTA DE ALMEIDA";"#NULO#";"SD";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"ADVOGADO";"APTO";"N";24000;"NÃO ELEITO";666;16018,95;"Fundo Partidario";"Recursos de partido político"
250000022141;"ANDRE LUIS DE MORAES";"#NULO#";"PDT";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";NA;"SUPLENTE";239;16784,43;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de outros candidatos, Recursos de partido político, Recursos de pessoas físicas"
250000004982;"AURÉLIO NOMURA";"#NULO#";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"AMARELA";"ADVOGADO";"APTO";"S";289357,47;"ELEITO POR QP";41954;329500;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas"
250000006194;"KEPLER PAES DE ALMEIDA";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA E ZELADOR";"APTO";"N";57000;"NÃO ELEITO";109;2488,38;"Outros Recursos";"Recursos de pessoas físicas, Recursos de partido político"
250000011661;"RODRIGO BUENO";"#NULO#";"PV";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";30000;"SUPLENTE";485;4660;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000008336;"ADEMIR FERREIRA LEITE";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";1e+05;"SUPLENTE";6080;23637,26;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de pessoas físicas, Recursos de outros candidatos"
250000020801;"ELIENE SIQUEIRA RIBEIRO";"#NULO#";"PMDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"AGENTE ADMINISTRATIVO";"APTO";"N";NA;"SUPLENTE";42;NA;NA;NA
250000019174;"SILVANA GONÇALVES DE LIMA";"#NULO#";"PTB";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";NA;"SUPLENTE";212;1608;"Outros Recursos, Fundo Partidario";"Recursos de partido político, Recursos próprios, Recursos de outros candidatos"
250000050204;"MANOEL CANDIDO";"#NULO#";"PSL";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PRETA";"COMERCIANTE";"APTO";"N";18900;"NÃO ELEITO";260;279,01;"Fundo Partidario";"Recursos de partido político"
250000013942;"HERBERT ROTTGERING";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ENGENHEIRO";"APTO";"N";NA;"NÃO ELEITO";81;NA;NA;NA
250000022082;"HELIO RODRIGUES DE ANDRADE";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"TÉCNICO DE QUÍMICA";"APTO";"N";164741,5;"SUPLENTE";17891;117727,26;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político"
250000019130;"EDSON FERRARINI";"#NULO#";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";1501644,32;"SUPLENTE";15527;373390;"Outros Recursos";"Recursos próprios"
250000010903;"SILVANA BUENO DOS SANTOS AIOLFI";"#NULO#";"PHS";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";NA;"SUPLENTE";407;NA;NA;NA
250000038397;"MARIA APARECIDA GONÇALVES DE ARAÚJO";"#NULO#";"PSDC";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"DIRETOR DE ESTABELECIMENTO DE ENSINO";"APTO";"N";220000;"NÃO ELEITO";216;2898,66;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000010834;"LUIZ DE ARAUJO JUNIOR";"#NULO#";"PPS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"APTO";"N";539968,96;"SUPLENTE";1779;NA;NA;NA
250000020843;"LUIZA NAGIB ELUF";"#NULO#";"PSD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";2398181,7;"SUPLENTE";5807;210935,75;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos de pessoas físicas, Recursos de partido político"
250000040587;"CLAUDETE MARIA MARTINS";"#NULO#";"SD";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";NA;"NÃO ELEITO";190;6005;"Fundo Partidario";"Recursos de partido político"
250000027281;"CARMEN MARIA UCHOA FERNANDES";"#NULO#";"PRP";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";220000;"NÃO ELEITO";283;NA;NA;NA
250000010874;"ADEMIR DA GUIA";"#NULO#";"PHS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";611504,85;"SUPLENTE";3166;NA;NA;NA
250000011679;"MARCO AURELIO RODRIGUES DE ARAUJO";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ENGENHEIRO";"APTO";"N";133155,05;"SUPLENTE";1365;1500;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000010870;"EDICARLOS DE OLIVEIRA SANTOS";"#NULO#";"PHS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"PARDA";"REPRESENTANTE COMERCIAL";"APTO";"N";69000;"SUPLENTE";4069;NA;NA;NA
250000006153;"VALMIR FERREIRA DOS SANTOS";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"COMERCIANTE";"APTO";"N";NA;"NÃO ELEITO";660;10025,59;"Outros Recursos";"Recursos próprios, Recursos de partido político"
250000006181;"EDENILDA DAS NEVES CARNEIRO SOUSA";"#NULO#";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ASSISTENTE SOCIAL";"APTO";"N";NA;"NÃO ELEITO";1467;40619,25;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político"
250000010899;"MARISA RITA RIELLO DEPPMAN";"#NULO#";"PHS";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";973062,87;"SUPLENTE";2951;25476,6;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000022095;"MARIA RENELDA DA SILVA";"#NULO#";"PT";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PRETA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";"N";50000;"SUPLENTE";85;9727,27;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos de partido político"
250000027298;"RICARDO CORDEIRO GALINDO";"#NULO#";"PRP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";"N";NA;"NÃO ELEITO";1025;NA;NA;NA
250000022127;"VAGNER SANTOS DE JESUS";"#NULO#";"PR";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"APTO";"N";NA;"SUPLENTE";667;NA;NA;NA
250000027285;"ITAMAR SENA";"#NULO#";"PRP";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";199;NA;NA;NA
250000004991;"SALOMÃO PEREIRA DA SILVA";"#NULO#";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"S";628016,28;"SUPLENTE";8427;229422;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas"
250000011013;"DALTON SILVANO DO AMARAL";"#NULO#";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PUBLICITÁRIO";"APTO";"S";2788922,91;"SUPLENTE";24461;476192,87;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000011655;"DELMA RIGO ROCHA CARDOSO";"#NULO#";"PV";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"BIÓLOGO";"APTO";"N";NA;"SUPLENTE";311;NA;NA;NA
250000006186;"FERNANDO QUARESMA DE AZEVEDO";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";1420000;"NÃO ELEITO";320;13312,5;"Outros Recursos";"Recursos próprios, Recursos de partido político"
250000010835;"NELSON CHANG PYO HONG";"#NULO#";"PPS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"AMARELA";"ADVOGADO";"APTO";"N";493043,01;"SUPLENTE";2877;14703,6;"Outros Recursos";"Recursos de outros candidatos, Recursos próprios"
250000027300;"ELSO MARQUES DE ARAUJO";"#NULO#";"PRP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"BANCÁRIO E ECONOMIÁRIO";"APTO";"N";NA;"NÃO ELEITO";669;NA;NA;NA
250000006192;"JOÃO ANTONIO DONIZZETTI CARVALHO";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";189000;"NÃO ELEITO";1515;5378,49;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000038356;"TALITA EYMAEL LATAES";"#NULO#";"PSDC";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"PSICÓLOGO";"APTO";"N";19000;"NÃO ELEITO";309;6613,66;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos"
250000011624;"GILBERTO TANOS NATALINI";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"APTO";"S";626093,69;"ELEITO POR QP";28006;179295,8;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas"
250000027319;"JOSE ROBERTO RODRIGUES DE SOUZA";"#NULO#";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";487000;"NÃO ELEITO";1211;NA;NA;NA
250000040572;"FABIANA FRANCHINI";"#NULO#";"SD";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";140;NA;NA;NA
250000011670;"CELIO CARLOS GOMES DE SOUSA";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";NA;"SUPLENTE";870;NA;NA;NA
250000027325;"PAULO EMENDABILI SOUZA BARROS DE CARVALHOSA";"#NULO#";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";2828000;"NÃO ELEITO";380;NA;NA;NA
250000010992;"ELISEU GABRIEL DE PIERI";"#NULO#";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"VEREADOR";"APTO";"S";1945827,84;"ELEITO POR QP";52355;566797,47;"Outros Recursos";"Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas"
250000011002;"ADRIANO DE ALMADA MESSIAS";"#NULO#";"PP";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";949406,81;"SUPLENTE";898;4021,7;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000022098;"PAULO BATISTA DOS REIS";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"VEREADOR";"APTO";"S";671888,89;"ELEITO POR QP";29308;347904,7;"Outros Recursos, Fundo Partidario";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas"
250000094300;"MARIA VANDA DOS SANTOS";"#NULO#";"PROS";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA E ZELADOR";"APTO";"N";NA;"SUPLENTE";80;500;"Fundo Partidario";"Recursos de partido político"
250000011630;"JAMES DEL TEDESCO LOSACCO";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ODONTÓLOGO";"APTO";"N";9900;"SUPLENTE";1649;NA;NA;NA
250000019144;"FLAVIANE MENESES FREITAS";"#NULO#";"PTB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";"N";18000;"SUPLENTE";218;NA;NA;NA
250000008359;"JOSE ROBSON CORDEIRO MELGAÇO";"#NULO#";"PRB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"TAXISTA";"APTO";"N";NA;"SUPLENTE";540;NA;NA;NA
250000010856;"WALDEMAR DOS SANTOS MARTINS";"#NULO#";"PPS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";30000;"SUPLENTE";149;NA;NA;NA
250000011681;"EDMAR MARQUES SILVA";"#NULO#";"PV";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DIVORCIADO(A)";"PRETA";"MÚSICO";"APTO";"N";NA;"SUPLENTE";648;NA;NA;NA
250000040598;"MARIA NILVA SEVERINO GONÇALVES";"#NULO#";"SD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";2205000;"NÃO ELEITO";1258;20739,51;"Fundo Partidario";"Recursos de partido político"
250000050145;"ALMIR RIBEIRO DOS SANTOS";"#NULO#";"PSL";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";NA;"NÃO ELEITO";1348;NA;NA;NA
250000040586;"MARCIO PIMENTEL BENVENUTO";"#NULO#";"SD";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"TRABALHADOR DE ARTES GRÁFICAS";"APTO";"N";NA;"NÃO ELEITO";246;NA;NA;NA
250000010850;"GIULIANO FIORETTI";"#NULO#";"PPS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"APTO";"N";509000;"SUPLENTE";2756;100,57;"Outros Recursos";"Recursos próprios, Recursos de partido político"
250000005000;"ANDRÉA CRISTINA RIBEIRO DOS SANTOS";"#NULO#";"PSDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"DONA DE CASA";"APTO";"N";350000;"SUPLENTE";562;NA;NA;NA
250000011677;"ADEMIR NICACIO DA SILVA";"#NULO#";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";NA;"SUPLENTE";477;NA;NA;NA
250000082736;"PEDRO COBBETT STAEL MARKUN";"#NULO#";"REDE";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";161327,46;"NÃO ELEITO";4624;5210;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000010996;"DANIEL CARREIRA FILHO";"#NULO#";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";"N";1630969;"SUPLENTE";797;NA;NA;NA
250000013935;"CICERO APARECIDO DA SILVA";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";3500;"NÃO ELEITO";960;2800;"Outros Recursos";"Recursos próprios"
250000038386;"CRISTIANA PINHEIRO DUARTE";"#NULO#";"PSDC";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";NA;"NÃO ELEITO";98;2898,66;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000050208;"NEUSA MARIA DE ARAUJO";"#NULO#";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"DONA DE CASA";"APTO";"N";NA;"NÃO ELEITO";553;446,21;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos de partido político"
250000005798;"JANAINA CARLA DE LIMA";"#NULO#";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";26100;"ELEITO POR QP";19425;300018,76;"Outros Recursos";"Recursos de partido político, Recursos de pessoas físicas"
250000011007;"JOSE ANDRE SOBREIRO CARVALHO MEDEIROS";"#NULO#";"PP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"CANTOR E COMPOSITOR";"APTO";"N";293893;"SUPLENTE";104;NA;NA;NA
250000014897;"DIANA SOUBIHE DE OLIVEIRA";"#NULO#";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";"N";NA;"SUPLENTE";3590;NA;NA;NA
250000022133;"IVALDO DA SILVA";"#NULO#";"PROS";"MASCULINO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"PARDA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";20000;"SUPLENTE";1765;9222,34;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político"
250000020817;"ANDERSON MIGRI DA CUNHA";"#NULO#";"PMDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";NA;"SUPLENTE";2959;NA;NA;NA
250000004979;"ADRIANA ALVES RAMALHO SANTANA";"#NULO#";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";1512523,93;"ELEITO POR QP";29756;369341,19;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos"
250000027327;"REANOLFO CLAUDIO DE SIQUEIRA";"#NULO#";"PTC";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"MILITAR REFORMADO";"APTO";"N";40000;"NÃO ELEITO";196;NA;NA;NA
250000062817;"ANTONIO MARCOS MARCONI MOREIRA";"#NULO#";"PATRIOTA";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";892;NA;NA;NA
250000010911;"CINTIA DE OLIVEIRA SILVA";"#NULO#";"PHS";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";4500;"SUPLENTE";446;NA;NA;NA
250000020789;"RICARDO APARECIDO GRANJA DOS SANTOS";"#NULO#";"PMDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ECONOMISTA";"APTO";"N";532877,63;"SUPLENTE";2151;30105,21;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas"
250000019133;"HAROLDO JOSÉ DOS SANTOS";"#NULO#";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"CONTADOR";"APTO";"N";597394,35;"SUPLENTE";2330;9000;"Outros Recursos";"Recursos próprios"
250000038380;"WILLIAM FERREIRA DE FREITAS";"#NULO#";"PSDC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"CARPINTEIRO, MARCENEIRO E ASSEMELHADOS";"APTO";"N";NA;"NÃO ELEITO";1467;NA;NA;NA
